fast_id,status,region_code,region_name,unit_code,unit_name,unit_type,mapped_place,latitude,longitude,recipient,title,assistance_listing,program,doi_decision_date,project_abstract,project_impact,review_notes,fed_funding_this_action
2144,Disapproved,IMR,Intermountain,WACO,Waco Mammoth National Monument,park unit,Waco Mammoth National Monument,31.6049,-97.1762,"THE STUDENT CONSERVATION ASSOCIATION, INC.",Engaging Youth in Visitor Services and Education at Waco Mammoth National Monument,15.931 Youth and Veteran Organizations Conservation Projects,Youth and veteran conservation corps,2026-08-07,"This project will train two youth interns to provide visitor services and educational tours at Waco Mammoth National Monument. The interns will develop and present interactive programs, assist in community outreach, and create Junior Ranger activities to engage youth. By enhancing visitors' experiences through informative tours and educational materials, the project aims to foster a deeper understanding of paleontological conservation. Beneficiaries include park visitors and local students, ultimately leading to increased public awareness of the park's resources and ongoing research.","Without funding, this project will lose essential support for training interns and developing educational programs, diminishing visitor engagement and the preservation of vital scientific knowledge at the park.","05/27/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2144 titled 'Engaging Youth in Visitor Services and Education at Waco Mammoth National Monument,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",54359.12
1382,Disapproved,WASO,National (WASO),WASO,Washington Support Office (NPS headquarters),"office, program, or network","NPS headquarters, Washington, DC",38.8939,-77.0427,"National Experienced Workforce Solutions, Inc.",Freedom of Information Act Support for Office of Public Trust,15.011 Experienced Services Program,Experienced Services Program,2026-08-07,"The objectives of this agreement are to obtain the assistance of experienced professionals to support the Office of Public Trust in managing and processing Freedom of Information Act (FOIA) requests from intake through final response. Due to increasing request volume, growing complexity of records (including law enforcement and body-worn camera data), and existing staffing constraints, additional specialized support is necessary to ensure the program can meet its statutory and operational requirements.","If not awarded, NPS will not be able to address their backlog of Freedom of Information Act cases and meet mandated timelines. The office will not be able to meet statutory requirements, and will fall further behind in timelines.","03/26/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 1382 titled 'Freedom of Information Act Support for Office of Public Trust,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",308833.00
1524,Disapproved,WASO,National (WASO),WASO,Washington Support Office (NPS headquarters),"office, program, or network","NPS headquarters, Washington, DC",38.8939,-77.0427,Environment for the Americas,Latino Heritage Internship Program,15.931 Youth and Veteran Organizations Conservation Projects,Youth and veteran conservation corps,2026-08-07,"The Latino Heritage Internship Program (LHIP) provides college students, graduate students, and veterans with hands-on experience at national parks to support daily operations, visitor services, and resource stewardship. Interns collaborate with National Park Service staff on projects that highlight park and cultural site significance and promote their preservation. Participants engage in on-site work, virtual trainings, and a post-internship workshop, sharing their achievements through blog posts and presentations. Together, these activities build skills, deepen engagement with public lands, and strengthen the pipeline of future land management professionals.","If this internship program is not awarded, the National Park Service (NPS) will experience reduced capacity to complete mission-critical projects that support park operations, visitor services, and resource stewardship. Many parks rely on internship programs to supplement limited staff resources.","04/28/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 1524 titled 'Latino Heritage Internship Program,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",737000.00
2136,Disapproved,WASO,National (WASO),WASO,Washington Support Office (NPS headquarters),"office, program, or network","NPS headquarters, Washington, DC",38.8939,-77.0427,The Great Basin Institute,Harpers Ferry Center Objects Conservation Fellowship,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"The recipients will provide specialized preservation services to more than ten national parks, including Gettysburg National Military Park, Kennesaw Mountain National Battlefield Park, Minute Man National Historical Park, and Sitka National Historical Park with museum collections that are essential to interpreting American history yet face varying levels of deterioration. Through advanced conservation skills and adherence to professional ethical standards, the recipients will assess, recommend, and implement hands-on treatments for several hundred objects. Their work will stabilize at-risk artifacts and improve collection conditions to enhance public access/engagement and educational programming.","The museum collections addressed in this project face imminent deterioration without this urgent preservation intervention, risking irreversible loss. Currently unstable, they cannot be safely exhibited, interpreted, or used for educational programs. Administrative priorities such as visitor experience, access and enjoyment would be diminished along with undermining cultural resource stewardship mandates.","05/19/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2136 titled 'Harpers Ferry Center Objects Conservation Fellowship ,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",289524.00
2247,Disapproved,WASO,National (WASO),WASO,Washington Support Office (NPS headquarters),"office, program, or network","NPS headquarters, Washington, DC",38.8939,-77.0427,Student Conservation Association,Summer Structural Fire Protection Interns,15.931 Youth and Veteran Organizations Conservation Projects,Youth and veteran conservation corps,2026-08-07,"This project targets youth who are seeking degrees in fire protection engineering, fire protection administration, or fire investigation programs. The interns will be placed at various parks where there is a need to focus on long overdue maintenance projects, such as the inspection, testing, and maintenance (ITM) of fire protection systems, portable fire extinguisher inspections and tracking, and fire hydrant systems. Interns will focus on annual fire and life safety inspections, development of hot work permit programs, structural fire management plan revision, portable fire extinguisher training, and other structural fire prevention related projects. Interns will upload pertinent inspections and ITM documents into the Structural Fire data system and keep information in the system current. In addition, interns will be assigned a historic building in the park and will be asked to assess the structure fire risks to the building and provide recommendations for protecting the building better in the future. The intern will prepare an official project report. Interns will identify risks, based on their knowledge of fire codes, and provide recommendations to the park on how to mitigate the risks and improve protection of the building from structure fire.","If this project isn't awarded, 4,000 hours of critical structural fire projects/tasks will not be completed at parks hosting interns. This includes fire and life safety inspections, portable fire extinguisher inspections, portable fire extinguisher training, & assistance with the inspection, testing, and maintenance of fire protection and life safety systems.",05/27/2026: Submitted for DOI review.,110950.67
2896,Disapproved,WASO,National (WASO),WASO,Washington Support Office (NPS headquarters),"office, program, or network","NPS headquarters, Washington, DC",38.8939,-77.0427,Purposeful Growth Institute,National Parks Business Plan Internship Program - 2021,"15.954 NPS Conservation, Protection, Outreach & Education","Conservation, outreach, and education",2026-08-07,"The National Parks Business Plan Internship goal is to jointly administer a graduate-level summer internship program focused on improving the financial and operational health of our national parks and NPS programs by providing professional and leadership development opportunities to advanced-degree students so that they can cultivate a lifelong stewardship ethic and explore career opportunities in public land management while contributing meaningfully to the NPS mission at parks. Tasks include recruiting talented students from top graduate programs, providing an orientation and professional development, and offering project management as they complete discrete analysis and recommendations at 5-8 parks each year. As program deliverables, the students develop direct decision support tools for parks tailored to their project for park managers to implement and scale innovation in the areas of efficiency, financial management, and visitor experience.","The program could not operate without additional programmatic funds to support operations in 2027, resulting in the failure to implement 6-8 innovative projects aligned with Department goals. Future performance would also suffer due to a lapsed year, as continued presence is critical for sustained recruitment success at top schools.","7/6/2026: NPS review complete. Ready for DOI review. 7/8/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2896 titled 'National Parks Business Plan Internship Program - 2021,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",400932.93
3162,Disapproved,WASO,National (WASO),WASO,Washington Support Office (NPS headquarters),"office, program, or network","NPS headquarters, Washington, DC",38.8939,-77.0427,Great Basin Institute,Seed Collection Coordination on DOI lands in the Western United States,15.931 Youth and Veteran Organizations Conservation Projects,Youth and veteran conservation corps,2026-08-07,"This project will provide forty-six early career botanists and emerging vegetation restoration professionals with opportunities to support post-fire erosion and landscape wildfire resiliency on DOI lands throughout the western United States, collaborating with staff in National Park Service (NPS) park units, US Fish and Wildlife (FWS) refuges, and Bureau of Land Management (BLM). These jobs will last for approximately 4 months each and occur over the next three spring/summers. The work includes the implementation of seed collection and curation not available commercially under the Seeds of Success (SOS) program, coordination of seed collection activities, and other vegetation management activities, which may include but are not limited to design and implementation of ecological restoration projects, revegetation, and invasive species management. Project promotes increased employment and training opportunities for youth, while completing post-fire recovery actions. Project work will promote restoration and the development of plant materials for targeted post-fire erosion control and landscape level wildfire resiliency activities in NPS, FWS, and BLM units across the West.","Without this project, DOI bureaus will struggle to meet large-scale post-fire erosion control and rehabilitation needs across 6 States in the West, which could jeopardize landscape stability and habitat recovery.","07/06/2026: Please update abstract to include how many interns are engaged on this modification and how long. 7/8/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 3162 titled 'Seed Collection Coordination on DOI lands in the Western United States,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",1935998.08
3179,Disapproved,WASO,National (WASO),WASO,Washington Support Office (NPS headquarters),"office, program, or network","NPS headquarters, Washington, DC",38.8939,-77.0427,"National Experienced Workforce Solutions, Inc.",NPS Community Assistance with New Solutions,15.011 Experienced Services Program,Experienced Services Program,2026-08-07,"The objective of this task agreement is to enhance the capacity of the National Park Service (NPS) in providing community assistance for conservation and outdoor recreation projects through the Rivers, Trails, and Conservation Assistance (RTCA) and Land and Water Conservation Fund (LWCF) programs. Enrollees will support these programs across the United States, focusing on essential fields such as Landscape Architecture, Community Planning, Accessibility Planning, Writing/Editing/Researching/Communications, Education and Community Outreach, Program and Project Management, Facilitation of Community Interaction, Archives/Records, and River Planning. This initiative will also address natural disaster recovery projects, ensuring a comprehensive approach to community engagement and resource management.",If this modification is not awarded the vital community assistance capacities will be reduced and important engagement needs will not be possible for natural disaster relief and gateway community support. The positions in this agreement provide essential support for project work to aide communities in programmatic priorities.,"7/8/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 3179 titled 'NPS Community Assistance with New Solutions,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",105000.00
3180,Disapproved,WASO,National (WASO),WASO,Washington Support Office (NPS headquarters),"office, program, or network","NPS headquarters, Washington, DC",38.8939,-77.0427,New Solutions,Experienced Services Program Support for Washington Support Office Land and Water Conservation Fund,15.011 Experienced Services Program,Experienced Services Program,2026-08-07,"This agreement will utilize the Experienced Services Program to improve operational efficiencies in the Land and Water Conservation Fund (LWCF) Stateside program. It addresses the need for temporary human resources to modernize analysis, tackle stateside support needs, develop research and planning tools, and enhance collaboration with state offices. Key deliverables include preparing states for the competitive grant process, supporting states on planning needs, coordinating open project selection processes, and providing technical assistance to state LWCF offices to enhance grant awards for park creation and rehabilitation across the US.","If unfunded, the Land and Water Conservation Fund will: 1) Lose short-term support to priority projects that would otherwise not be completed; 2) Lose opportunities to support tribal office development and success.","7/7/2026: NPS review complete. Ready for DOI review. 7/8/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 3180 titled 'Experienced Services Program Support for Washington Support Office Land and Water Conservation Fund,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",513015.00
2726,Disapproved,PWR,Pacific West,WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,park unit,Whiskeytown-Shasta-Trinity National Recreation Area,40.6163,-122.6127,The Great Basin Institute,Vegetation Management for Wildfire Risk Reduction and Restoration of Whiskeytown National Recreation Area (Research Associates),15.931 Youth and Veteran Organizations Conservation Projects,Youth and veteran conservation corps,2026-08-07,"This project will provide young adult technicians the opportunity to gain hands-on experience in wildfire prevention, post-wildfire restoration, and land management to protect both NPS resources and surrounding communities. Technicians will assist with wildfire risk reduction by completing natural resource surveys and treatments in fuels management areas, as well as support post-wildfire habitat recovery and restoration in focal areas with unique and sensitive resources. The outcome will be to ensure wildfire risk reduction projects are completed on schedule, preserve and protect special status and endangered plant populations during wildfire prevention and recovery actions and reduce the spread of noxious invasive species within the park unit.","Without funding, it would compromise the President's agenda to efficiently manage America's federal lands to reduce wildfire risk (EO13855, & SO3372). The project work also addresses resource management actions required by law (16 U.S.C. §§1531-1544, 7 U.S.C. § 2814, 54 U.S.C. § 100701).","06/03/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2726 titled 'Vegetation Management for Wildfire Risk Reduction and Restoration of Whiskeytown National Recreation Area (Research Associates),' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",294937.00
2019,Disapproved,IMR,Intermountain,YELL,Yellowstone National Park,park unit,Yellowstone National Park,44.583,-110.4901,The Great Basin Institute,Preserve and Catalog Yellowstone Archives Manuscripts and Oral Histories,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"The focus of this project is to arrange and catalog an estimated 127 linear feet (LF) of the Yellowstone Archive’s backlog manuscript collections and approximately 168 oral history interviews. The project will also conduct provenance research and correct accession records for more than 100 oral histories lacking release forms and accession documentation. Oral histories are highly requested research materials within Yellowstone’s Archives. They provide incredible value as a research tool, filling gaps in the written record of Yellowstone’s history, offering first-person information on significant events and figures, and capturing the individual experiences of those involved in the development and stewardship of the world’s first National Park. These records will be permanently retained and available to the American public.","If not awarded, records that the NPS has a legal mandate to curate and preserve in perpetuity will not be collected.","05/27/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2019 titled 'Preserve and Catalog Yellowstone Archives Manuscripts and Oral Histories,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",112129.90
2022,Disapproved,IMR,Intermountain,YELL,Yellowstone National Park,park unit,Yellowstone National Park,44.583,-110.4901,The Great Basin Institute,Engagement for the Yellowstone Library,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"This project will increase the discoverability and engagement of the Yellowstone Research Library's collections by expanding outreach to park staff, concessioners, and the public. Great Basin Institute Research Associates will create instructional videos, resource and teacher guides, interactive online exhibits, and facilitate reading programs. To increase the visibility of both the library and these new outreach programs, the Research Associates will also help create social media content centered around use of the library and associated resources. Project deliverables will range from digital instructional materials to on-the-ground efforts such as the Bookmobile. All created resources will be accessible to staff and the public through the library catalog as well as National Park Service and partner websites and social media platforms, ensuring broad and easy access.","If this project is not awarded, cultural and natural resources would not be accessible to the public. The Yellowstone Research Library’s public and remote access would be compromised, and donor relationships—critical to this project—could be damaged, harming ties with Yellowstone National Park’s official partner, Yellowstone Forever.","06/09/2026: Combining FAST 2022 and 2124 06/25/2026: Revised project abstract to ensure tasks from 2124 were incorporated. Make sure Task Agreement is updated as well to combine both projects. NPS review complete. Ready for DOI review. 07/01/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2022 titled 'Engagement for the Yellowstone Library,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",97960.58
2365,Disapproved,IMR,Intermountain,YELL,Yellowstone National Park,park unit,Yellowstone National Park,44.583,-110.4901,The Great Basin Institute,Process and Catalog Yellowstone Bison Management Records,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"The focus of this project is to preserve, arrange, and catalog approximately 65 linear feet (LF) of the Yellowstone Archive’s backlog bison and ungulate management records. Obsolete audiovisual and electronic media items will also be migrated to preservation formats. Use-copies will be posted online for public access. Yellowstone’s bison management records document complex wildlife management decisions within the National Park Service, as well as a unique interagency coordination effort between the NPS and other federal, state, and American Indian Tribes. As such, these records have high research value for understanding the history of wildlife and bison management, brucellosis studies and transmission, the Bison Conservation Transfer Program (BCTP), and the relationship between Yellowstone and American Indian Tribes. Bison management remains a significant public controversy, particularly in adjacent states. Cataloging these records will promote understanding of agency policies and activities, support research and public use, and ensure their long-term preservation.","If not awarded, records that the NPS has a legal mandate to curate and preserve in perpetuity will not be collected.","05/27/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2365 titled 'Process and Catalog Yellowstone Bison Management Records,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",88590.09
3142,Disapproved,IMR,Intermountain,YELL,Yellowstone National Park,park unit,Yellowstone National Park,44.583,-110.4901,Great Basin Institute,Process and Catalog Yellowstone Bison Management Records,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"The focus of this project is to preserve, arrange, and catalog approximately 65 linear feet (LF) of the Yellowstone Archive’s backlog bison and ungulate management records. Obsolete audiovisual and electronic media items will also be migrated to preservation formats. Use-copies will be posted online for public access. Yellowstone’s bison management records document complex wildlife management decisions within the National Park Service, as well as a unique interagency coordination effort between the NPS and other federal, state, and American Indian Tribes. As such, these records have high research value for understanding the history of wildlife and bison management, brucellosis studies and transmission, the Bison Conservation Transfer Program (BCTP), and the relationship between Yellowstone and American Indian Tribes. Bison management remains a significant public controversy, particularly in adjacent states. Cataloging these records will promote understanding of agency policies and activities, support research and public use, and ensure their long-term preservation.","If not awarded, records that the NPS has a legal mandate to curate and preserve in perpetuity will not be collected. Without funding, critical preservation tasks for archives collections would remain incomplete, risking their integrity and curtailing public engagement resources. This project will ensure accountability and preservation of irreplaceable archives.","7/8/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 3142 titled 'Process and Catalog Yellowstone Bison Management Records,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",86709.91
3205,Disapproved,IMR,Intermountain,YELL,Yellowstone National Park,park unit,Yellowstone National Park,44.583,-110.4901,Great Basin Institute,Preserve and Catalog Yellowstone Archives Manuscripts and Oral Histories,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"The focus of this project is to arrange and catalog an estimated 127 linear feet (LF) of the Yellowstone Archive’s backlog manuscript collections and approximately 168 oral history interviews. The project will also conduct provenance research and correct accession records for more than 100 oral histories lacking release forms and accession documentation. Oral histories are highly requested research materials within Yellowstone’s Archives. They provide incredible value as a research tool, filling gaps in the written record of Yellowstone’s history, offering first-person information on significant events and figures, and capturing the individual experiences of those involved in the development and stewardship of the world’s first National Park. These records will be permanently retained and available to the American public.","If not awarded, records that the NPS has a legal mandate to curate and preserve in perpetuity will not be collected. Without funding, critical preservation tasks for archives collections would remain incomplete, risking their integrity and curtailing public engagement resources. This project will ensure accountability and preservation of irreplaceable archives.","7/8/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 3205 titled 'Preserve and Catalog Yellowstone Archives Manuscripts and Oral Histories,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",42864.10
1867,Disapproved,PWR,Pacific West,YOSE,Yosemite National Park,park unit,Yosemite National Park,37.8413,-119.5428,Great Basin Institute,Natural History Curation at Yosemite National Park,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"This project will involve one Museum Support Technician and potentially two additional participants to undertake conservation work related to natural history collections at Yosemite National Park. In collaboration with NPS museum personnel, the team will upgrade the physical storage of the collection and implement conservation recommendations. Key tasks will include monthly environmental monitoring, Integrated Pest Management, and cataloging or re-cataloging museum objects. The project will also focus on reviewing legally mandated herbarium specimens to update taxonomy in online databases, recataloging plant specimens, and processing research permits, including searching for past permits that did not provide their specimens.","Without funding, the conservation and management of Yosemite's natural history collections will be hindered, leading to inadequate preservation of valuable specimens, potential loss of biodiversity data, and reduced public access to important scientific resources, ultimately affecting the park's ability to educate and engage visitors about its natural heritage.","05/12/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 1867 titled ' Natural History Curation at Yosemite National Park,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",55952.00
1910,Disapproved,PWR,Pacific West,YOSE,Yosemite National Park,park unit,Yosemite National Park,37.8413,-119.5428,The Great Basin Institute,"Enhancing Tribal Relations at Yosemite: internships to support collaboration, compliance, communications",15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"The recipient will provide staff to support cultural resources management and tribal relations at Yosemite National Park. This Agreement will enhance relationships between Yosemite National Park and Traditionally Associated Tribes, improving communications and facilitating tribal access to ancestral lands and traditional practices. Project staff will support Government-to-Government Consultation, timely compliance with law and policy, collaborative fuels reduction, and tribal-led visitor experiences.","This project will make communication, consultation, and collaboration with local Tribes more effective. If not awarded, infrastructure project timelines, Native American Graves Protection and Repatriation Act response, and fuels management projects will slow, and relationships will suffer.","05/18/2026: Abstract edited; ready for DOI review. 05/19/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 1910 titled 'Enhancing Tribal Relations at Yosemite: internships to support collaboration, compliance, communications,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",284813.59
1930,Disapproved,PWR,Pacific West,YOSE,Yosemite National Park,park unit,Yosemite National Park,37.8413,-119.5428,American Rivers,"Partner-Based Public Access, Safety, and Restoration within Merced and Tuolumne Rivers and Wetlands, Yosemite",15.944 Natural Resource Stewardship,Natural resource stewardship,2026-08-07,"The goal of this project is for American Rivers to support Yosemite National Park with river channel, floodplain, and wetland restoration planning, design, implementation, monitoring, and outreach within the Merced and Tuolumne Wild and Scenic River corridors, while promoting public access, visitor experience and safety, and removing abandoned infrastructure. This project facilitates public purpose and reduces burden on Federal resources and staff by establishing a private-public partnership to accomplish actions that improve public access and safety, and the condition of National Park infrastructure and resources, particularly related to wetland and riverine ecosystem management and restoration. These public-facing projects support daily operations and prepare infrastructure for future challenges such as floods, drought, and wildfire, and advance 2026 DOI Strategic Plan goals #2.1, 2.3, and #3.1–3.4 (Protects infrastructure through innovation, Sustains visitor access and ecological integrity, and Leverages cross-agency partnerships for restoration). It achieves objectives of the Merced and the Tuolumne Wild & Scenic River Management Plans, and supports federal policies including EO 11990, Wetlands No Net Loss Act, and NPS Management Policies (2006).","Project is essential to promote visitor safety and access, and restore degraded park resources. Without project implementation visitor safety and access will continue to be limited, and park resources will continue to degrade. In Tuolumne, for example, researchers have reported that natural recovery may require more than 200 years.","05/19/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 1930 titled 'Partner-Based Public Access, Safety, and Restoration within Merced and Tuolumne Rivers and Wetlands, Yosemite,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",884703.78
2009,Disapproved,PWR,Pacific West,YOSE,Yosemite National Park,park unit,Yosemite National Park,37.8413,-119.5428,The Great Basin Institute,Yosemite National Park - Wildlife,15.931 Youth and Veteran Organizations Conservation Projects,Youth and veteran conservation corps,2026-08-07,"This project provides early-career professionals with hands-on experience in natural resource conservation in and around Yosemite National Park. Natural resource technicians will study the impacts of recent wildfires on at risk wildlife species by collecting data, exploring recovery strategies, and identifying ways to reduce future risk. Using field surveys and monitoring, participants will study wildlife habitat use in fire- and drought-affected areas to inform forest management, fuel reduction, and species conservation.","Without funding, critical data on pre- and post-fire wildlife habitat use and ecosystem recovery will go uncollected, hindering informed management decisions. Opportunities to reduce wildfire risk, conserve biodiversity, and support early-career professionals in natural resource fields would be lost during a time of urgent landscape change.","5/26/2026: NPS Review complete. Ready for DOI Review 05/27/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2009 titled 'Yosemite National Park - Wildlife,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",78655.95
2162,Disapproved,PWR,Pacific West,YOSE,Yosemite National Park,park unit,Yosemite National Park,37.8413,-119.5428,The Great Basin Institute,Collaborative Fuels Reduction at Yosemite National Park: Engage Fire Archeologists,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"This project will enhance fuels management and fire protection efforts at Yosemite National Park, supporting infrastructure, resources, and efficient compliance processes. Great Basin Institute Archeologists will provide critical information on archeological resources during project planning, review, and implementation. They will work in collaboration with Wildland Fire Service teams, Traditionally Associated Tribes, and Yosemite staff in protecting cultural resources while facilitating fuels reduction work crucial to ecological restoration, infrastructure protection, and public safety.","If this project is not awarded, compliance and implementation of fuels projects will be delayed and adverse impacts to resources and infrastructure may occur, resulting in higher costs to the government.","05/26/2026: Updated project title to spell out park unit. NPS review complete. Ready for DOI review. 05/27/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2162 titled 'Collaborative Fuels Reduction at Yosemite National Park: Engage Fire Archeologists,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",124962.20
2170,Disapproved,PWR,Pacific West,YOSE,Yosemite National Park,park unit,Yosemite National Park,37.8413,-119.5428,The Great Basin Institute,Enhancing Cultural Heritage at Yosemite: Engaging a Historical Landscape Architect for Project Planning and Implementation,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"This Agreement will support stewardship of cultural and designed landscapes of the Yosemite area, bringing needed subject matter expertise in Landscape Architecture to the park. The Landscape Architect will collaborate with Facilities Management, Concessioner staff, construction contractors, and park partners to facilitate development and maintenance projects with potential to impact historic resources. This person will review design and compliance packages, develop determinations of eligibility, conduct data management, and work closely with Project Managers to support critical infrastructure needs identified as high priority by park and agency management.","Yosemite currently has no Historical Landscape Architect on staff yet has multiple large infrastructure projects in the works. This Agreement will ensure expertise is available for efficient planning, compliance, and construction support across projects. If not awarded, project costs will ultimately be higher, and completion timelines longer.","05/19/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2170 titled 'Enhancing Cultural Heritage at Yosemite: Engaging a Historical Landscape Architect for Project Planning and Implementation,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",128708.29
2314,Disapproved,PWR,Pacific West,YOSE,Yosemite National Park,park unit,Yosemite National Park,37.8413,-119.5428,The Great Basin Institute,Enhancing Resource Stewardship at Yosemite: Engage an Archeologist for Project Planning and Implementation,15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"This Agreement will support stewardship of Yosemite’s archeological and historic resources in areas of anticipated development. An Archeologist will develop information needed to provide guidance to project managers throughout project planning, compliance, and construction to optimize resource stewardship while facilitating priority infrastructure projects. This work will support mission critical projects, helping the park to meet schedules and legal requirements.","This project will ensure key resource information is available at critical points in the NPS process for complex infrastructure projects. If not awarded, legal compliance will be delayed and adverse impacts to resources and infrastructure may occur, resulting in higher costs for the government.","05/19/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2314 titled 'Enhancing Resource Stewardship at Yosemite: Engage an Archeologist for Project Planning and Implementation,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",72798.82
2373,Disapproved,PWR,Pacific West,YOSE,Yosemite National Park,park unit,Yosemite National Park,37.8413,-119.5428,THE GREAT BASIN INSTITUTE,"Survey, Catalog, and Preserve Park Archives in the Pacific West Region",15.946 Cultural Resources Management,Cultural resources management,2026-08-07,"The agreement will provide two professional archivists with the opportunity to gain valuable experience within a national park setting, working alongside NPS professional staff, to appraise, arrange/describe, process, and catalog unprocessed federal records and personal papers and manuscript collections. Conserving information about these resources and rendering them publicly accessible will facilitate the endeavors imperative to economic infrastructure development and public safety, such as road rehabilitation and disaster event response","Scholars, park employees, media, and the general public generally would lose the ability to access these documents were they not preserved and cataloged in such a way.","6/9/2026: NPS review complete. Ready for DOI review. 06/10/2026: Submitted for DOI review. 08/07/2026: Disapproved by DOI. Your financial assistance request, FAST # 2373 titled 'Survey, Catalog, and Preserve Park Archives in the Pacific West Region,' has been reviewed by NPS and DOI leadership. Any questions regarding this determination should be addressed through your associated Regional Director or Associate Director.",140000.00
